name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Churches Of Christ Bribie Aged Care Service,Churches of Christ in Queensland,,churches-of-christ-bribie-aged-care-service,bribieislandacs@cofcqld.com.au,07 3410 3700,https://www.cofc.com.au/residentialagedcare/locations/residential-aged-care?locid=90,https://www.myagedcare.gov.au/find-a-provider/search/fyy1fbry-churches-of-christ-in-queensland/aged-care-homes/churches-of-christ-bribie-aged-care-service-2r0rnj12,1 Foley Street,,BONGAREE,QLD,4507,,,active,myagedcare,residential_aged_care,,,"Churches of Christ Care Bribie Island Aged Care Service is a 117-bed, resident care service offering a range of personal care, therapies and accommodation. The service is also conveniently co-located with Bribie Island Retirement Village, which can be beneficial for couples who may have changing care and accommodation needs.",,,,,,,,Availability|Premium|Supreme Deluxe|Standard|Standard,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 54% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T18:55:27.857Z,,,,,,
Kabara Aged Care,NoosaCare Inc,,kabara-aged-care,gsimpson@noosacare.com.au,07 5447 7355,http://www.noosacare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/jmmkjdl3-noosacare-inc/aged-care-homes/kabara-aged-care-rdbdwzny,20 TOPAZ Street,,COOROY,QLD,4563,,,active,myagedcare,residential_aged_care,,,"NoosaCare Inc is a community based not-for-profit organisation which operates the Kabara located in Cooroy which accommodates up to 86 residents with low and high care needs. Kabara meaning a ""place to rest"" provides quiet and peaceful surrounds for residents.",,,,,,,,Availability|Classic Rooms|Deluxe Rooms|Premium Rooms|Platinum,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T18:55:42.911Z,,,,,,
Arcare Maroochydore,Arcare Pty Ltd,,arcare-maroochydore,desleigh.fabian@arcare.com.au,1300 272 273,http://www.arcare.com.au/care/arcare-maroochydore/,https://www.myagedcare.gov.au/find-a-provider/search/p717tjb-arcare-pty-ltd/aged-care-homes/arcare-maroochydore-3f4qj2,,,,QLD,4558,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Premiere|Premiere plus|Deluxe|Grande,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 71% satisfaction; prepared onsite,,,,,,,,,,,,,130.99,151.95,unknown,,unknown,,,unknown,,,,,2026-03-19T18:56:45.972Z,,,,,,
Estia Health Cleveland,Estia Investments Pty Ltd,,estia-health-cleveland,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/cleveland/,https://www.myagedcare.gov.au/find-a-provider/search/3y50z63t4y-estia-investments-pty-ltd/aged-care-homes/estia-health-cleveland-sv9b39gfkl,4-10 DOIG Street,,CLEVELAND,QLD,4163,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite,,,Availability|Deluxe Suite|Premium Suite|Superior Single Suite|Deluxe Companion Suite|Premium Companion Suite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,251.51,293.42,unknown,,unknown,,,unknown,,,,,2026-03-19T18:57:43.407Z,,,,,,
Bupa Runaway Bay,Bupa Aged Care Australia Pty Ltd,,bupa-runaway-bay,agedcare@bupa.com.au,1800 718 336,https://www.bupaagedcare.com.au/aged-care-homes/bupa-runaway-bay,https://www.myagedcare.gov.au/find-a-provider/search/53dggg-bupa-aged-care-australia-pty-ltd/aged-care-homes/bupa-runaway-bay-59sbv1l,376-378 PINE RIDGE Road,,RUNAWAY BAY,QLD,4216,,,active,myagedcare,residential_aged_care,,,"Discover the delightful Bupa Runaway Bay, a modern care home surrounded by beautiful nature reserves and parklands, close to the Gold Coast beaches and just an hour from Brisbane’s CBD.",,,,,Dementia,,,Availability|Classic,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 62% satisfaction; prepared onsite,,,,,,,,,,,,,149.95,149.95,unknown,,unknown,,,unknown,,,,,2026-03-19T19:00:17.981Z,,,,,,
Algester Lodge,Bundaleer Lodge Nursing Home Pty Ltd,,algester-lodge,admissions@algesterlodge.com,07 3711 4711,http://algesterlodge.com/,https://www.myagedcare.gov.au/find-a-provider/search/yqq2lvqs-bundaleer-lodge-nursing-home-pty-ltd/aged-care-homes/algester-lodge-m0q031s7,117 DALMENY Street,,ALGESTER,QLD,4115,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room (renovated) + Private Ensuite|Bariatric + Private Ensuite|Single + Ensuite + Kitchenette|Single room (non-renovated) + Private Ensuite|Single Room + Shared Ensuite|Currently available|Shared Room + Private Ensuite|Single Room + Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,111.08,144.62,unknown,,unknown,,,unknown,,,,,2026-03-19T19:02:19.536Z,,,,,,
Blue Care Bli Bli Aged Care Facility,UnitingCare Queensland Limited,,blue-care-bli-bli-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/bli-bli,https://www.myagedcare.gov.au/find-a-provider/search/jmmkj8cm-unitingcare-queensland-limited/aged-care-homes/blue-care-bli-bli-aged-care-facility-79w9m6mk,20 Lefoes Road,,BLI BLI,QLD,4560,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Room 1 - Single Room + Private Ensuite|Room 4 - Single Room + Private Ensuite|Room 4 - Deluxe Single Room + Private Ensuite|Room 3 - Single Room + No Ensuite in Memory Support Unit|Room 2 - Single Room + Shared Ensuite|Room 2 - Single Room + Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,124.71,129.95,unknown,,unknown,,,unknown,,,,,2026-03-19T19:04:06.255Z,,,,,,
Bolton Clarke The Ormsby,RSL Care RDNS Limited,,bolton-clarke-the-ormsby,theormsbyrac@boltonclarke.com.au,07 5376 3700,http://www.boltonclarke.com.au/living-options/residential-aged-care/the-ormsby/,https://www.myagedcare.gov.au/find-a-provider/search/ktn1tzfgvq-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-the-ormsby-ktn1xd8kc0,112 Burnett Street,,BUDERIM,QLD,4556,,,active,myagedcare,residential_aged_care,,,"As Australia’s largest independent not-for-profit aged care provider, Bolton Clarke is shaping the future of positive ageing. Our homes are welcoming and safe communities where lifestyle, social connection and individual interests are celebrated, and quality care comes from the heart. Located in Burnett Street, Buderim, The Ormsby is a Signature home that provides hgh-quality aged care in a friendly residential environment. Our home provides the peace-of-mind of having a Registered Nurse on duty 24/7. Working together with you and your family, we provide personalised care that responds as needs change, including highly specialised care and dementia support, with wellness programs created around your preferences. The Ormsby has a bustling atmosphere and hosts regular community activities.",,,,,Dementia,,,Availability|Classic|Superior|Grande|Premier Suite|Deluxe,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 73% satisfaction; prepared onsite,,,,,,,,,,,,,144.62,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T19:04:23.568Z,,,,,,
Southern Cross Care Facility Caloundra,Southern Cross Care (QLD) Ltd,,southern-cross-care-facility-caloundra,caaadministration@sccqld.com.au,07 5492 6866,http://www.sccqld.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/l88xqdk1-southern-cross-care-qld-ltd/aged-care-homes/southern-cross-care-facility-caloundra-hf2fl23j,57 VILLAGE Way,,CALOUNDRA,QLD,4551,,,active,myagedcare,residential_aged_care,,,"A supportive, welcoming community with beautiful surroundings, Southern Cross Care Caloundra invites you to pursue your interests and hobbies in a homely environment.",,,,,,,,Availability|Superior,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 45% satisfaction; offsite,,,,,,,,,,,,,115.27,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T19:05:43.894Z,,,,,,
Whiddon Beaudesert Star,The Frank Whiddon Masonic Homes of New South Wales,,whiddon-beaudesert-star,hello@whiddon.com.au,1300 738 388,https://www.whiddon.com.au/location/beaudesert-star-residential-care/,https://www.myagedcare.gov.au/find-a-provider/search/hsrsjmffr-the-frank-whiddon-masonic-homes-of-new-south/aged-care-homes/whiddon-beaudesert-star-hsrgwjxzj,14 BROOKLANDS Drive,,BEAUDESERT,QLD,4285,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Standard Room: Fern Wing|Deluxe Single - Rainbow Wing Lower|Premium Single - Violet Wing (Dementia Wing)|Single Room - Clayfied|Deluxe single - Rainbow Upper|Deluxe Courtyard - Rainbow Lower Wing|Standard Single - Clayfield Wing|Standard Single - Clayfield Wing,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 84% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,123.66,unknown,,unknown,,,unknown,,,,,2026-03-19T19:09:02.961Z,,,,,,
Blue Care Elanora Pineshaven Aged Care Facility,UnitingCare Queensland Limited,,blue-care-elanora-pineshaven-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/elanora-pineshaven,https://www.myagedcare.gov.au/find-a-provider/search/p55qptrs-unitingcare-queensland-limited/aged-care-homes/blue-care-elanora-pineshaven-aged-care-facility-m0q0pnb2,17 Applecross Way,,ELANORA,QLD,4221,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Room 1 - Single Room + Private Ensuite|Room 3 - Single Room + Private Ensuite|Room 2 - Single room + no ensuite in Memory Support Unit,,,,Nursing|Medication management,,,,,,,,,,,,,,,,113.18,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T19:09:48.333Z,,,,,,
Churches Of Christ Toowoomba Aged Care Service,Churches of Christ in Queensland,,churches-of-christ-toowoomba-aged-care-service,riley.boston@cofcqld.com.au,07 4617 6600,https://www.cofc.com.au/residentialagedcare/locations/residential-aged-care?locid=76,https://www.myagedcare.gov.au/find-a-provider/search/wxxhw860-churches-of-christ-in-queensland/aged-care-homes/churches-of-christ-toowoomba-aged-care-service-1stsrqk7,885 RUTHVEN Street,,KEARNEYS SPRING,QLD,4350,,,active,myagedcare,residential_aged_care,,,"Churches of Christ Care Toowoomba Aged Care Service is an 94-bed residential service offering a range of personal care, therapies and accommodation options. The service is also conveniently co-located with Toowoomba Retirement Village and Community Care, which can be beneficial for people who may have changing care and accommodation needs.",,,,,,,,Availability|Premium|Standard Plus|Studio|Standard|Companionship,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 88% satisfaction; prepared onsite,,,,,,,,,,,,,52.40,104.79,unknown,,unknown,,,unknown,,,,,2026-03-19T19:12:57.068Z,,,,,,
Kaloma Home For The Aged,Kaloma Home for the Aged Limited,,kaloma-home-for-the-aged,don.fm@kaloma.org.au,07 4671 1422,http://www.kaloma.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/4hhd4xc4-kaloma-home-for-the-aged-limited/aged-care-homes/kaloma-home-for-the-aged-hf2f6c5c,16 GOUGH Street,,GOONDIWINDI,QLD,4390,,,active,myagedcare,residential_aged_care,,,"Rural 80-bed rural aged care home providing support and care to older people at all levels including palliative care, dementia specific care and respite care. All rooms are single rooms with ensuite's. Room sizes vary from 24, 28 and 42 square metres. We are located alongside the golf course. Refundable Accommodation Deposits are according to room size below. It is important to note that if you do not have the assets to pay a refundable accommodation deposit then you will not be expected to. We welcome everyone at Kaloma. Our goal is to keep our community together irrespective of financial means. Kaloma also offers respite care to give Carers a break from their important role.",,,,,Residential respite|Dementia,,,Availability,,,,Nursing|Medication management|Dietitian,,,$10/day spend; 46% satisfaction; prepared onsite,,,,,,,,,,,,,94.32,104.79,unknown,,unknown,,,unknown,,,,,2026-03-19T19:15:25.004Z,,,,,,
The Good Shepherd Nursing Home,The Good Shepherd Limited,,the-good-shepherd-nursing-home,admin@tgsh.org.au,07 4772 9900,http://www.thegoodshepherdhome.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/5jjc5vyt-the-good-shepherd-limited/aged-care-homes/the-good-shepherd-nursing-home-p5h5s5q7,565 UNIVERSITY Road,,ANNANDALE,QLD,4814,,,active,myagedcare,residential_aged_care,,,The Good Shepherd Home is surrounded by the beautiful Palmetum Botanical Gardens and faces the picturesque Ross River in Townsville. The Home has a solid reputation in the community and is designed to offer a broad range of accommodation options for 240 residents.,,,,,,,,Availability|Life Style Gardenview|Life Style Riverside|Hibiscus - Lifestyle Garden or River Views|Premium Plus Extra Service|Lifestyle & Premium Extra Service|Premium Plus PH2|Premium PH1 and PHG|Comfort,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 57% satisfaction; prepared onsite,,,,,,,,,,,,,69.16,69.16,unknown,,unknown,,,unknown,,,,,2026-03-19T19:15:40.204Z,,,,,,
Beaumont Care Roslyn Lodge,Beaumont Care (Holdings) Pty Ltd,,beaumont-care-roslyn-lodge,concierge@beaumontcare.com.au,1300 217 336,http://www.beaumontcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/fynmr3d7k-beaumont-care-holdings-pty-ltd/aged-care-homes/beaumont-care-roslyn-lodge-jmc26r7r2,24-30 MAIN WESTERN Road,,TAMBORINE MOUNTAIN,QLD,4272,,,active,myagedcare,residential_aged_care,,,"Beautiful views with a rural outlook, tranquil gardens, quiet reading nooks, and a family-like atmosphere is what makes this home so special. Beaumont Care Mount Tamborine is a stone throw from shops and amenities with activities, outings, and get-togethers to keep you active and sociable. This quaint residential aged care community offers a range of accommodation options - residents enjoy a private room with an ensuite, and three rooms cater to couples or friends who wish to live together. There are lounge areas and a dining room where residents can enjoy the companionship of others and quiet reading areas and a tranquil courtyard. Our caring and highly qualified staff are passionate about ensuring that every resident and client is treated with respect, dignity, and warmth. Beaumont Care is Australian family owned and operated and provides quality, person-centred care and support services designed to suit a range of individual needs – it’s warm-hearted care your way.",,,,,,,,Availability|Currently available|Single room + ensuite|Deluxe Single Room (with Ensuite and Sitting Area)|Currently available|Shared room + ensuite|Deluxe Shared Room (with Ensuite and Sitting Area),,,,Nursing|Medication management,,,$15/day spend; 83% satisfaction; prepared onsite,,,,,,,,,,,,,83.84,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T19:15:55.305Z,,,,,,
Regis The Gap,Regis Group Pty Ltd,,regis-the-gap,advice@regis.com.au,1300 998 100,http://www.regis.com.au/aged-care-residences/queensland/regis-treetops-manor/,https://www.myagedcare.gov.au/find-a-provider/search/l88ml9g6-regis-group-pty-ltd/aged-care-homes/regis-the-gap-1wk82j,6 KILBOWIE Street,,THE GAP,QLD,4061,,,active,myagedcare,residential_aged_care,,,"Regis The Gap takes in stunning views of the mountains and hinterland. This lush environment continues throughout the gardens which are embellished by green gardens, rock features and leafy pathways ideal for quiet, private walks.",,,,,,,,Availability|Suite|Private Standard|Double Select|Double Premium|Double|Private Standard,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 89% satisfaction; offsite,,,,,,,,,,,,,100.02,102.77,unknown,,unknown,,,unknown,,,,,2026-03-19T19:17:01.558Z,,,,,,
Westhaven Nursing Home,South West Hospital and Health Service,,westhaven-nursing-home,susan.mackney@health.qld.gov.au,07 4624 2700,http://www.southwest.health.qld.gov.au/hospitals-and-health-centres/westhaven-aged-care-facility,https://www.myagedcare.gov.au/find-a-provider/search/hffnhzs9-south-west-hospital-and-health-service/aged-care-homes/westhaven-nursing-home-n1916rkl,197 MCDOWALL Street,,ROMA,QLD,4455,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room / Private Ensuite|Single Room / Shared Bathroom|Currently available|Single Room / Shared Bathroom,,,,Nursing|Medication management,,,,,,,,,,,,,,,,60.78,62.88,unknown,,unknown,,,unknown,,,,,2026-03-19T19:21:46.568Z,,,,,,
Estia Health Hamilton,Estia Investments Pty Ltd,,estia-health-hamilton,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/hamilton/,https://www.myagedcare.gov.au/find-a-provider/search/1x7lqy12yw-estia-investments-pty-ltd/aged-care-homes/estia-health-hamilton-5246c4zhsx,101 Allen Street,,HAMILTON,QLD,4007,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Superior Single Suite|Deluxe Single Suite|Deluxe Single Suite|Two Bedroom Apartment|Three Bedroom Apartment|Four Bedroom Penthouse,,,,Nursing|Medication management,,,,,,,,,,,,,,,,157.19,187.58,unknown,,unknown,,,unknown,,,,,2026-03-19T19:23:50.835Z,,,,,,
